3	-27	2.9995	-27	0	1.01155
3	-26	2.9995	-26	0	0.846459
3	-25	2.9995	-25	0	0.770903
3	-24	2.9995	-24	0	0.731218
3	-23	2.9995	-23	0	0.707966
3	-22	2.9995	-22	0	0.693555
3	-21	2.9995	-21	0	0.683604
3	-20	2.9995	-20	0	0.676293
3	-19	2.9995	-19	0	0.670722
3	-18	2.9995	-18	0	0.666358
3	-17	2.9995	-17	0	0.662864
3	-16	2.9995	-16	0	0.660017
3	-15	2.9995	-15	0	0.657667
3	-14	2.9995	-14	0	0.655706
3	-13	2.9995	-13	0	0.654056
3	-12	2.9995	-12	0	0.65266
3	-11	2.9995	-11	0	0.651474
3	-10	2.9995	-10	0	0.650466
3	-9	2.9995	-9	0	0.649608
3	-8	2.9995	-8	0	0.648881
3	-7	2.9995	-7	0	0.64827
3	-6	2.9995	-6	0	0.647761
3	-5	2.9995	-5	0	0.647345
3	-4	2.9995	-4	0	0.647014
3	-3	2.9995	-3	0	0.646762
3	-2	2.9995	-2	0	0.646585
3	-1	2.9995	-1	0	0.64648
3	0	2.9995	0	0	0.646419
3	1	2.9995	1	0	0.64648
3	2	2.9995	2	0	0.646585
3	3	2.9995	3	0	0.646762
3	4	2.9995	4	0	0.647014
3	5	2.9995	5	0	0.647345
3	6	2.9995	6	0	0.647761
3	7	2.9995	7	0	0.64827
3	8	2.9995	8	0	0.648881
3	9	2.9995	9	0	0.649608
3	10	2.9995	10	0	0.650466
3	11	2.9995	11	0	0.651474
3	12	2.9995	12	0	0.65266
3	13	2.9995	13	0	0.654056
3	14	2.9995	14	0	0.655706
3	15	2.9995	15	0	0.657667
3	16	2.9995	16	0	0.660017
3	17	2.9995	17	0	0.662864
3	18	2.9995	18	0	0.666358
3	19	2.9995	19	0	0.670722
3	20	2.9995	20	0	0.676293
3	21	2.9995	21	0	0.683604
3	22	2.9995	22	0	0.693555
3	23	2.9995	23	0	0.707966
3	24	2.9995	24	0	0.731218
3	25	2.9995	25	0	0.770903
3	26	2.9995	26	0	0.846459
3	27	2.9995	27	0	1.01155
4	-27	2.88278	-27.2112	0	3228.43
4	-26	2.9356	-26.1667	0	1834.22
4	-25	2.98754	-25.0763	0	1572.75
4	-24	2.99485	-24.0479	0	1480.51
4	-23	2.99756	-23.031	0	1431.07
4	-22	2.9985	-22.0223	0	1401.23
4	-21	2.99897	-21.0163	0	1381.3
4	-20	2.99919	-20.0124	0	1366.79
4	-19	2.99931	-19.0097	0	1355.79
4	-18	2.99938	-18.0077	0	1347.18
4	-17	2.99945	-17.0052	0	1340.29
4	-16	2.99946	-16.0043	0	1334.69
4	-15	2.99947	-15.0035	0	1330.06
4	-14	2.99948	-14.003	0	1326.2
4	-13	2.99949	-13.0025	0	1322.96
4	-12	2.99949	-12.0021	0	1320.21
4	-11	2.99949	-11.0018	0	1317.87
4	-10	2.9995	-10.0016	0	1315.89
